	[]
32004755	['gastric cancer', 'neuroendocrine tumor', 'carcinoids', 'carcinoid tumor']
33482103	['breast cancer']
33236167	['hodgkin lymphoma', 'diffuse large b-cell lymphoma', 'anaplastic large cell lymphoma', 'b-cell lymphoma', 'lymphoma', 'brain tumour', 'myeloma']
33188184	['small cell lung cancer', 'hepatocellular carcinoma', 'gastrointestinal', 'lung carcinoma', 'non-small cell lung cancer', 'colorectal cancer', 'rectal cancer', 'gastrointestinal carcinoma', 'lung adenocarcinoma', 'lung cancer']
33344139	['colon adenocarcinoma', 'lung cancer']
33384663	['gastrointestinal', 'neuroendocrine tumor', 'neurofibroma', 'neuroendocrine neoplasm', 'pancreatic tumor', 'leukemia', 'tuberous sclerosis', 'pancreatic neuroendocrine tumors']
33236167	['oligodendroglioma', 'glioma', 'at/rt', 'gastrointestinal', 'kidney cancer', 'low grade glioma', 'atypical teratoid/rhabdoid tumour', 'brain tumour', 'renal cancer', 'medulloblastoma']
33384663	['neuroendocrine tumor', 'pancreatic tumor', 'neurofibroma', 'leukemia', 'tuberous sclerosis', 'pancreatic neuroendocrine tumors', 'gastric cancer']
33188184	['hepatocellular carcinoma', 'colorectal cancer', 'rectal cancer', 'lung adenocarcinoma', 'gastric cancer', 'gastric carcinoma']
33009951	['oligodendroglioma', 'glioma', 'astrocytomas', 'brain tumour', 'astrocytoma', 'melanoma', 'glioblastoma', 'oligodendroglial tumor']
33378681	['breast cancer', 'breast tumor']
33236167	['oligodendroglioma', 'glioma', 'pineoblastoma', 'sarcoma', 'brain tumour', 'pilocytic astrocytoma', ' gbm ', 'astrocytoma', 'glioblastoma']
33378681	['breast cancer', 'ovarian cancer', 'mammary tumor']
33236167	['glioma', 'sarcoma', 'malignant neoplasm', 'adolescents', 'rhabdomyosarcoma', 'osteosarcoma', 'neuroblastoma', 'nephroblastoma', 'diffuse astrocytoma', ' gbm ', 'childhood cancer', 'astrocytoma', 'nerve sheath tumour', 'astrocytomas', 'soft tissue sarcoma', 'retinoblastoma', 'meningioma']
33336066	[' cml ', 'breast cancer', 'malignant pleural mesothelioma', 'mesothelioma', 'colon cancer', 'pancreatic adenocarcinoma', 'melanoma', 'ovarian cancer']
33378681	['mammary cancer', 'breast carcinoma', 'prostate cancer', 'breast cancer', 'lung cancer', 'mammary tumor']
33236167	['sarcoma', 'nephroblastoma', 'mucinous adenocarcinoma', 'epithelioma', 'childhood cancer', 'lymphoma', 'burkitt lymphoma', 'soft tissue sarcoma', 'retinoblastoma', 'lung cancer']
32066931	['ductal carcinoma in situ', 'dcis', 'breast cancer', 'pancreatic tumor', 'pancreatic cancer', 'mammary tumor']
33236167	['small cell lung cancer', 'sarcoma', 'ewing sarcoma', 'squamous cell carcinoma', 'nsclc', 'mesothelioma', 'non-small cell lung cancer', 'non-small cell lung carcinoma', 'lung carcinoma', 'histiocytoma', 'lung adenocarcinoma', 'lung cancer']
33384663	['gastric cancer', 'prostate cancer', 'gastrointestinal', 'neuroendocrine tumor', 'breast cancer', 'metastatic cancer', 'liver cancer', 'gastric neoplasm', 'pancreatic neuroendocrine tumors', 'gastrointestinal neuroendocrine tumor', 'pituitary adenoma', 'esophageal carcinoma', 'lung adenocarcinoma', 'pancreatic acinar cell carcinoma']
33236167	['small cell lung cancer', 'sarcoma', 'squamous cell carcinoma', 'nsclc', 'malignant pleural mesothelioma', 'mesothelioma', 'thyroid cancer', 'non-small cell lung cancer', 'non-small cell lung carcinoma', 'malignant mesothelioma', 'lung carcinoma', 'lung adenocarcinoma', 'lung cancer']
33378681	['breast cancer', 'brain tumors', 'mammary adenocarcinoma', 'breast tumor', 'mammary tumor']
33236167	['squamous cell carcinoma', 'nsclc', 'non-small cell lung carcinoma', 'lymphoma', "hodgkin's lymphoma", 'lung carcinoma', 'hodgkin lymphoma', 'papillomatosis', 'lung neoplasm']
32376419	['small cell lung cancer', 'sarcoma', ' rb ', 'adenocarcinoma of the pancreas', 'pancreatic cancer', 'osteosarcoma', 'carcinoma of pancreas', 'pancreatic tumor', 'rectal cancer', 'pancreatic adenocarcinoma', 'colorectal cancer', 'melanoma', 'pancreatic ductal adenocarcinoma', 'adrenocortical carcinoma', 'lung cancer']
33236167	['sarcoma', 'malignant pleural mesothelioma', 'nsclc', 'mesothelioma', 'carcinosarcoma', 'papillomatosis', 'lung carcinoma', 'sarcomatoid carcinoma', 'spindle cell carcinoma', 'lung adenocarcinoma', 'lung cancer']
33188184	['small cell lung cancer', 'colon cancer', 'non-small cell lung cancer', 'colorectal cancer', 'rectal cancer', 'gastric cancer', 'lung cancer']
33236167	['glioma', 'sarcoma', 'chondrosarcoma', 'squamous cell carcinoma', 'gastrointestinal', 'paraganglioma', 'synovial sarcoma', 'osteosarcoma', 'carcinoids', 'carcinosarcoma', 'gastrointestinal stromal tumour', 'sarcomatoid carcinoma', 'spindle cell carcinoma', 'lung cancer']
33384663	['pancreatic neuroendocrine carcinoma', 'hepatocellular carcinoma', 'endometrial cancer', 'pancreatic neuroendocrine tumors', 'cervical cancer', 'endometrial ca', 'neuroendocrine tumor', 'carcinoids', 'neuroendocrine neoplasm', 'neurofibroma', 'tuberous sclerosis', 'renal carcinoma', 'pancreatic cancer', 'gastric cancer']
32314963	['breast cancer', 'gastrointestinal']
33203900	['lymphoblastic leukemia', 'sarcoma', 'myelodysplastic', 'squamous cell carcinoma', 'acute lymphoblastic leukemia', 'rhabdomyosarcoma', 'breast cancer', 'myeloid leukemia', 'myeloid neoplasm', 'leukemia', 'liver cancer', 'acute myeloid leukemia', 'melanoma', 'lung cancer', 'medulloblastoma', 'hematopoietic neoplasm', 'myelodysplastic syndrome', ' aml ', 'lymphoma', 'skin cancer', 'chronic lymphocytic leukemia', 't-cell acute lymphoblastic leukemia']
33384663	['pancreatic neuroendocrine tumors', 'neuroendocrine tumor', 'neuroendocrine neoplasm', 'carcinoid tumor']
33203900	['sarcoma', 'rhabdomyosarcoma', 'breast cancer', 'chronic lymphocytic leukemia', 'leukemia', 'lymphoma', 'medulloblastoma']
33236167	['sarcoma', 'breast cancer', 'tuberous sclerosis', 'melanoma', 'pheochromocytoma', 'glioma', 'malignant neoplasm', 'paraganglioma', 'breast ductal carcinoma', 'liposarcoma', 'thyroid neoplasm', 'carcinoids', 'chronic lymphocytic leukaemia', 'thyroid cancer', 'lymphoma', 'adrenocortical carcinoma', ' cll ', 'chondrosarcoma', 'gastrointestinal', 'lymphocytic leukaemia', 'neuroendocrine neoplasm', 'glioblastoma']
32314963	['gastrointestinal', 'breast cancer', 'colorectal adenocarcinoma', 'rectal adenocarcinoma', 'colon carcinoma']
32615027	['sarcoma', 'pancreatic cancer', 'basal cell carcinoma', 'breast cancer', 'lung cancer', 'melanoma', 'gastric cancer', 'medulloblastoma']
33384663	['gastrointestinal', 'neuroendocrine tumor', 'neuroendocrine neoplasm', 'carcinoid tumor', 'pancreatic neuroendocrine tumors', 'pituitary adenoma']
33236167	['ovarian carcinoma', 'sarcoma', 'breast carcinoma', 'carcinoids', 'neuroendocrine neoplasm', 'colorectal adenocarcinoma', 'pancreatic adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'rectal adenocarcinoma', 'lung adenocarcinoma']
33203900	['sarcoma', 'acute myeloid leukemia', 'skin cancer', 'rhabdomyosarcoma', 'breast cancer', 'acute myeloid leukaemia', 'myeloid leukemia', 'myeloid neoplasm', 'leukemia', 'melanoma']
32314963	['breast carcinoma', 'breast cancer', 'colon cancer', 'rectal cancer', 'colorectal cancer', 'melanoma', 'colon carcinoma']
33236167	['small cell lung cancer', 'sarcoma', 'breast carcinoma', 'prostate cancer', 'pancreatic cancer', 'gastrointestinal', 'pancreatic carcinoma', 'nsclc', 'breast cancer', 'melanoma', 'pancreatic adenocarcinoma', 'non-small cell lung cancer', 'brain tumour', 'colorectal cancer', 'rectal cancer', 'lung adenocarcinoma', 'lung cancer']
31810265	['head and neck cancer', 'pancreatic cancer', 'sarcoma', 'neck cancer']
33236167	['glioma', 'sarcoma', 'cholangiocarcinoma', 'pancreatic carcinoma', 'paraganglioma', 'nsclc', 'mesothelioma', 'carcinosarcoma', 'rectal cancer', 'pheochromocytoma', 'colorectal cancer', 'melanoma', 'cutaneous melanoma', 'thymoma', 'lung cancer']
31810265	['melanoma', 'pancreatic cancer', 'ovarian cancer']
32989128	['breast cancer', 'prostate cancer']
31810265	['head and neck cancer', 'melanoma', 'neck cancer', 'ovarian cancer']
33236167	['ocular melanoma', 'glioma', 'sarcoma', 'small cell lung cancer', 'squamous cell carcinoma', 'nsclc', 'breast cancer', 'mesothelioma', 'carcinosarcoma', 'rectal cancer', 'non-small cell lung cancer', 'uveal melanoma', 'colorectal cancer', 'melanoma', 'thymoma', 'lung cancer']
33384663	['sarcoma', 'hepatocellular carcinoma', 'prostate cancer', 'endocrine pancreas', 'gastrointestinal', 'pancreatic neuroendocrine tumors', 'neuroendocrine tumor', 'gastrointestinal neuroendocrine tumor', 'carcinoids', 'pancreatic tumor', 'neuroendocrine neoplasm', 'carcinoid tumor', 'colorectal cancer', 'rectal cancer']
33236167	['sarcoma', 'squamous cell carcinoma', 'adenoid cystic carcinoma', 'kaposi sarcoma', 'malt lymphoma', 'lymphoma', 'melanoma', 'retinoblastoma']
32066931	['pancreatic cancer', 'breast cancer', 'pancreatic tumor', 'pancreatic ductal adenocarcinoma']
33236167	['sarcoma', 'adenoid cystic carcinoma', 'squamous cell carcinoma', 'kaposi sarcoma', 'melanoma', 'retinoblastoma', 'sebaceous carcinoma']
33311612	['acute leukemia', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', ' aml ']
32798974	['lymphoblastic leukemia', 'sarcoma', 'acute lymphoblastic leukemia', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', 'melanoma', 'pancreatic ductal adenocarcinoma', 'lung cancer', 'ovarian carcinoma', 'ovarian cancer', 'osteosarcoma', 'pancreatic tumor', 'non-small cell lung cancer', 'rectal cancer', 'pancreatic adenocarcinoma', 'small cell lung cancer', 't-cell acute lymphoblastic leukemia', 'colorectal cancer', 'pancreatic cancer']
33236167	['sarcoma', 'prostate cancer', 'hodgkin lymphoma', 'adolescents', 'rhabdomyosarcoma', 'melanoma', 'skin cancer', 'kaposi sarcoma', 'soft tissue sarcoma', 'non-hodgkin lymphoma', 'childhood cancer', 'lymphoma', 'burkitt lymphoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'retinoblastoma', 'cervical cancer']
33311612	['acute lymphoblastic leukaemia', 'acute myeloid leukaemia', 'lymphoblastic leukaemia', 'leukemia', ' aml ']
33236167	['sarcoma', 'endometrial carcinoma', 'endometrial cancer', 'skin cancer', 'rhabdomyosarcoma', 'endometrial ca', 'bladder cancer', 'kaposi sarcoma', 'soft tissue sarcoma', 'lymphoma', 'burkitt lymphoma', 'melanoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', 'malignant melanoma']
33203900	['sarcoma', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'medulloblastoma']
33311612	['lymphoblastic leukemia', 'myelodysplastic', 'acute myeloid leukemia', 'acute lymphoblastic leukemia', 'acute myeloid leukaemia', 'myeloid leukemia', 'leukemia', 'myelodysplastic syndrome', ' aml ']
32993755	['pancreatic cancer', 'breast cancer', 'breast carcinoma']
33236167	['prostate cancer', 'clear cell renal cell carcinoma', 'kidney cancer', 'chromophobe renal cell carcinoma', 'testicular cancer', 'renal cell carcinoma', 'spindle cell carcinoma', 'papillary renal cell carcinoma', ' rcc ', 'renal carcinoma']
32572029	['small cell lung cancer', 'nsclc', 'ovarian clear cell carcinoma', 'non-small cell lung cancer', 'melanoma', 'lung cancer']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'acute lymphoblastic leukemia', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', ' aml ']
32798974	['small cell lung cancer', 'lung cancer', 'non-small cell lung cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'ovarian cancer']
32572029	['breast cancer', 'nsclc', 'colorectal cancer', 'rectal cancer', 'lung cancer']
33311612	['lymphoblastic leukemia', 'acute lymphoblastic leukemia', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', ' aml ']
32572029	['small cell lung cancer', 'nsclc', 'non-small cell lung cancer', 'lung cancer']
33236167	['prostate cancer', 'bladder carcinoma', 'squamous cell carcinoma', 'kidney cancer', 'bladder cancer', 'prostatic cancer', 'tuberous sclerosis', 'prostate adenocarcinoma', 'bladder urothelial carcinoma', 'testicular cancer', 'renal cell carcinoma', 'papillary renal cell carcinoma', ' rcc ']
33010822	['sarcoma']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'myelodysplastic', 'acute lymphoblastic leukemia', 'pediatric acute myeloid leukemia', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'childhood leukemia', 'acute myeloid leukemia', ' aml ']
33236167	['prostate cancer', 'clear cell renal cell carcinoma', 'malignant neoplasm', 'squamous cell carcinoma', 'kidney cancer', 'bladder cancer', 'renal cancer', 'bladder urothelial carcinoma', 'urinary bladder cancer', 'renal cell carcinoma', ' rcc ']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'acute lymphoblastic leukemia', 'myeloid leukemia', 'leukemia', 'childhood leukemia', 'acute myeloblastic leukemia', 'acute myeloid leukemia', ' aml ']
33236167	['sarcoma', 'prostate cancer', 'clear cell renal cell carcinoma', 'chromophobe renal cell carcinoma', 'prostate adenocarcinoma', 'renal cell carcinoma', 'prostate carcinoma']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'acute lymphoblastic leukemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', ' aml ', 'hematologic neoplasm']
33236167	['urothelial bladder carcinoma', 'sarcoma', 'prostate cancer', 'urothelial cell carcinoma', 'bladder carcinoma', 'breast carcinoma', 'bladder cancer', 'prostate adenocarcinoma', 'melanoma', 'renal cell carcinoma', ' rcc ', 'renal carcinoma', 'sarcomatoid carcinoma']
33311612	['acute leukemia', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', ' aml ']
33236167	['sarcoma', 'prostate cancer', 'clear cell renal cell carcinoma', 'hereditary prostate cancer', 'kidney cancer', 'prostate adenocarcinoma', 'bladder urothelial carcinoma', 'renal cell carcinoma', ' rcc ', 'renal carcinoma']
33311612	['myeloid leukemia', 'acute myeloid leukemia', 'leukemia', ' aml ']
33462215	['colorectal cancer', 'rectal cancer', 'brain tumors']
33311612	['sarcoma', 'paranasal sinus', 'acute myeloid leukaemia', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', ' aml ']
33236167	['glioma', 'sarcoma', 'leiomyosarcomas', 'bladder carcinoma', 'paraganglioma', 'lung carcinoma', 'bladder urothelial carcinoma', 'leiomyosarcoma', 'lymphoma', 'melanoma', 'thymoma', 'lung cancer']
33102943	['hepatocellular carcinoma', 'prostate cancer', 'ovarian cancer', 'gastrointestinal', 'breast cancer', 'melanoma', 'metastatic cancer', 'colon carcinoma']
33236167	['glioma', 'urothelial cell carcinoma', 'adenoid cystic carcinoma', 'paraganglioma', 'anal cancer', 'colonic adenocarcinoma', 'colon cancer', 'colonic carcinoma', 'colon adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'cervical cancer', 'colon carcinoma']
32572029	['small cell lung cancer', 'nsclc', 'ovarian clear cell carcinoma', 'rectal cancer', 'non-small cell lung cancer', 'colorectal cancer', 'melanoma', 'lung adenocarcinoma', 'lung cancer']
33236167	['glioma', 'pseudomyxoma peritonei', 'gastrointestinal', 'paraganglioma', 'colon cancer', 'colorectal adenocarcinoma', 'mucinous adenocarcinoma', 'gastric adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'rectal adenocarcinoma', 'gastric cancer', 'gastric carcinoma']
32722408	['hepatocellular carcinoma', 'ovarian cancer', 'breast cancer', 'primary ovarian cancer', 'lung cancer']
33311612	['lymphoblastic leukemia', 'acute lymphoblastic leukaemia', 'b-cell acute lymphoblastic leukemia', 'gastrointestinal', 'acute lymphoblastic leukemia', 'b-all', 'lymphoblastic leukaemia', 'diffuse large b-cell lymphoma', 'leukemia', 'b-cell lymphoma', 'lymphoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', ' aml ', ' cll ', 'follicular lymphoma']
33236167	['gastrointestinal stromal tumour', 'pseudomyxoma peritonei', 'squamous cell carcinoma', 'gastrointestinal', 'colon cancer', 'colorectal adenocarcinoma', 'colon carcinoma', 'rectal adenocarcinoma', 'oesophageal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'esophageal carcinoma', 'esophageal cancer', 'gastric carcinoma']
33311612	['lymphoblastic leukemia', 'b-all', 'chronic lymphocytic leukemia', 'leukemia', 'lymphoma', ' cll ']
33236167	['sarcoma', 'stomach adenocarcinoma', 'gastrointestinal', 'neuroendocrine neoplasm', 'stomach cancer', 'colon cancer', 'gastric adenocarcinoma', 'oesophageal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'gastric cancer']
33311612	['lymphoblastic leukemia', 'acute lymphoblastic leukaemia', 'myeloma', 'multiple myeloma', 'acute lymphoblastic leukemia', 'b-all', 'hematologic cancer', 'chronic lymphocytic leukemia', 'mantle cell lymphoma', 'neuroblastoma', 'lymphoblastic leukaemia', 'leukemia', 'b-cell lymphoma', 'lymphoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', ' cll ', 'follicular lymphoma']
33236167	['breast cancer', 'colon cancer', 'colorectal adenocarcinoma', 'lymphoma', 'oesophageal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'rectal adenocarcinoma', 'gastric cancer']
33311612	['lymphoblastic leukemia', 'acute lymphoblastic leukaemia', 'multiple myeloma', 'acute lymphoblastic leukemia', 'hodgkin lymphoma', 'b-all', 'mantle cell lymphoma', 'neuroblastoma', 'lymphoblastic leukaemia', 'diffuse large b-cell lymphoma', 'leukemia', 'b-cell lymphoma', 'lymphoma', 'myeloma', 'non-hodgkin lymphoma', 'follicular lymphoma']
33236167	['pancreatic ductal carcinoma', 'malignant neoplasm', 'pancreatic cancer', 'gastrointestinal', 'colon cancer', 'colorectal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'pancreatic ductal adenocarcinoma', 'rectal adenocarcinoma', 'serous cystadenoma']
33311612	['lymphoblastic leukemia', 'sarcoma', 'b-cell acute lymphoblastic leukemia', 'acute lymphoblastic leukemia', 't acute lymphoblastic leukemia', 'mantle cell lymphoma', 'b-all', 'chronic lymphocytic leukemia', 'myeloid leukemia', 'diffuse large b-cell lymphoma', 'leukemia', 'b-cell lymphoma', 'blood cancer', 'lymphoma', 'acute myeloid leukemia', ' aml ', 'follicular lymphoma']
33236167	['cutaneous t-cell lymphoma', 'pancreatic ductal carcinoma', 'gastrointestinal', 'pancreas neoplasm', 'breast cancer', 'rectal cancer', 'lymphoma', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'mycosis fungoides', 'metastatic cancer']
32993755	['pancreatic cancer', 'breast cancer', 'breast carcinoma']
33311612	['lymphoblastic leukemia', 'multiple myeloma', 'myelodysplastic', 'acute lymphoblastic leukemia', 'polycythemia vera', 'myeloid leukemia', 'essential thrombocythemia', 'leukemia', 'melanoma', 'myeloma', 'acute myeloid leukemia', 'hodgkin lymphoma', 'sezary syndrome', 'cutaneous t-cell lymphoma', ' cml ', 'b-all', 'chronic myeloid leukemia', 'myelodysplastic syndrome', 'myelofibrosis', ' aml ', 'mycosis fungoides', 'wilms tumor', 'systemic mastocytosis', 'lymphoma', 'follicular lymphoma', 'acute leukemia', 'gastrointestinal', ' hl ', 'myeloproliferative neoplasm', 'b-cell lymphoma', 'non-hodgkin lymphoma']
33236167	['sarcoma', 'liposarcoma', 'prostate cancer', 'malignant neoplasm', 'squamous cell carcinoma', 'gastrointestinal', 'hemangiopericytoma', 'ewing sarcoma', 'breast cancer', 'synovial sarcoma', 'lymphoma', 'melanoma', 'epidermoid carcinoma', 'neck cancer']
33311612	['acute leukemia', 'myelodysplastic', 'myelodysplastic syndromes', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'lymphoma', 'hematologic malignancy', 'acute myeloid leukemia', 'myeloma', ' aml ', 'lymphoid leukemia']
33236167	['ewing sarcoma', 'sarcoma', 'synovial sarcoma', ' ess ', ' ehe ', 'nerve sheath tumour', 'thymoma', 'primary myelofibrosis', 'myelofibrosis', 'histiocytoma']
33311612	['myelofibrosis', 'acute leukemia', 'gastrointestinal', 'leukemia', 'blood cancer', 'b-cell lymphoma', 'lymphoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', ' aml ']
33236167	['glioma', 'sarcoma', 'hepatocellular carcinoma', 'gastrointestinal', 'high grade glioma', 'neuroblastoma', 'nephroblastoma', 'clear cell sarcoma', 'anaplastic astrocytoma', 'astrocytoma', 'nerve sheath tumour', 'melanoma', 'primary myelofibrosis', 'myelofibrosis', 'angiosarcoma']
33311612	['lymphoblastic leukemia', 'acute lymphoblastic leukemia', 'gastrointestinal', 'mantle cell lymphoma', 'primary central nervous system lymphoma', 'myeloid leukemia', 'leukemia', 'b-cell lymphoma', 'lymphoma', 'acute myeloid leukemia', 'hodgkin lymphoma', 'non-hodgkin lymphoma']
32722408	['breast cancer', 'ovarian cancer']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'myelodysplastic', 'acute lymphoblastic leukemia', 'mantle cell lymphoma', 'primary central nervous system lymphoma', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'lymphoma', 'chronic myeloid leukemia', 'acute myeloid leukemia', 'hodgkin lymphoma', 'non-hodgkin lymphoma', ' aml ', 'hodgkins lymphoma']
33236167	['sarcoma', 'hepatocellular carcinoma', 'clear cell renal cell carcinoma', 'conventional (clear cell) renal cell carcinoma', 'lung cancer', 'carcinosarcoma', 'b-cell lymphoma', 'renal cell carcinoma', 'lymphoma', 'intravascular large b-cell lymphoma', 'fibrolamellar hepatocellular carcinoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', ' rcc ', 'pancreatic ductal adenocarcinoma', 'angiosarcoma']
32314963	['ovarian cancer', 'breast carcinoma', 'gastrointestinal', 'breast cancer', 'melanoma', 'colon cancer', 'rectal cancer', 'colon carcinoma', 'colorectal cancer', 'pancreatic cancer', 'colon adenocarcinoma', 'lung cancer']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'myelodysplastic', 'acute lymphoblastic leukemia', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', ' aml ']
32314963	['colon carcinoma']
33311612	['myelofibrosis', 'myelodysplastic', 'acute leukemia', 'leukemia', 'lymphoma', 'myelodysplastic syndrome', 'primary myelofibrosis', ' aml ']
33102943	['hepatocellular carcinoma', 'primary liver cancer', 'breast cancer', 'liver cancer', 'melanoma', 'lung cancer']
33236167	['skin melanoma', 'breast carcinoma', 'adenocarcinoma of the pancreas', 'breast cancer', 'male breast cancer', 'melanoma', 'pancreatic ductal adenocarcinoma']
33311612	['lymphoblastic leukemia', ' cml ', 'gastrointestinal', 'acute lymphoblastic leukemia', 'juvenile myelomonocytic leukemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'hodgkin lymphoma', ' aml ']
33236167	['skin melanoma', 'sarcoma', 'breast carcinoma', 'breast cancer', 'neuroendocrine neoplasm', 'medullary carcinoma', 'invasive lobular carcinoma', 'brain tumour', 'melanoma']
33311612	['lymphoblastic leukemia', 'myelofibrosis', 'myeloma', 'myelodysplastic', 'acute myeloid leukemia', 'multiple myeloma', 'acute promyelocytic leukemia', 'acute lymphoblastic leukemia', 'b-all', 'myelodysplastic syndromes', 'acute myeloid leukaemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'myelodysplastic syndrome', 'hodgkin lymphoma', ' aml ', 'follicular lymphoma']
33236167	['cylindroma', 'breast carcinoma', 'malignant neoplasm', 'ductal carcinoma in situ', 'breast cancer', 'mammary carcinoma', 'mammary neoplasm']
33311612	['lymphoblastic leukemia', 'myelodysplastic', 'acute lymphoblastic leukemia', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'chronic myeloid leukemia', 'acute myeloid leukemia', ' aml ']
33236167	['breast angiosarcoma', 'sarcoma', 'breast carcinoma', 'squamous cell carcinoma', 'adolescents', 'dcis', 'breast cancer', 'male breast cancer', 'invasive lobular carcinoma', 'esophageal carcinoma', 'primary breast cancer', 'angiosarcoma']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'acute lymphoblastic leukemia', 'gastrointestinal', 'myeloid leukemia', 'leukemia', 'lymphoma', 'chronic myeloid leukemia', 'acute myeloid leukemia', 'myeloma', ' aml ']
33236167	['breast angiosarcoma', 'carcinoma of breast', 'sarcoma', 'breast carcinoma', 'malignant neoplasm', 'breast cancer', 'carcinosarcoma', 'epithelioma', 'malignant neoplasm of breast', 'undifferentiated pleomorphic sarcoma', 'angiosarcoma']
33311612	['myelofibrosis', 'myelodysplastic', 'gastrointestinal', 'acute myeloid leukaemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', ' aml ']
33185187	['sarcoma', ' rb ', 'epithelial cancer', 'lymphoma', 'retinoblastoma', 'gastric cancer']
33236167	['sarcoma', 'breast carcinoma', 'paranasal sinus', 'breast cancer', 'histiocytosis', 'invasive lobular carcinoma', 'epithelioma', 'leiomyosarcoma', 'lung cancer']
33311612	['acute leukemia', 'myelodysplastic', 'gastrointestinal', 'multiple myeloma', 'b-all', 'leukemia', 'myeloma', ' aml ']
33236167	['sarcoma', 'endometrial carcinoma', 'endometrial cancer', 'squamous cell carcinoma', 'ductal carcinoma in situ', 'cervical cancer', 'endometrial ca', 'breast cancer', 'plasmablastic lymphoma', 'carcinosarcoma', 'breast ductal carcinoma', 'lung carcinoma', 'lymphoma', 'melanoma', 'lung adenocarcinoma', 'ovarian cancer']
32313885	['small cell lung cancer', 'lung cancer']
33311612	['lymphoblastic leukemia', 'myelofibrosis', 'multiple myeloma', ' cml ', 'gastrointestinal', 'acute leukemia', 'acute lymphoblastic leukemia', 'myelodysplastic', 'myelodysplastic syndromes', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', 'myeloma', ' aml ', 'oral cancer']
33236167	['cylindroma', 'sarcoma', 'breast carcinoma', 'gastrointestinal', 'basal cell carcinoma', 'breast cancer', 'plasmablastic lymphoma', 'mesothelioma', 'melanoma', 'pancreatic adenocarcinoma', 'lymphoma', 'malignant mesothelioma', 'lung carcinoma', 'ovarian cancer']
32997932	['gastrointestinal', 'colon cancer', 'lymphoma', 'colorectal cancer', 'rectal cancer']
33311612	['lymphoblastic leukemia', 'myelodysplastic', 'acute lymphoblastic leukemia', 'hodgkin lymphoma', 'myelodysplastic syndromes', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'myeloma', ' aml ']
33236167	['ocular melanoma', 'sarcoma', 'squamous cell carcinoma', 'multiple myeloma', 'gastrointestinal', 'dcis', 'basal cell carcinoma', 'lymphocytic leukaemia', 'nasopharyngeal carcinoma', 'anal melanoma', 'epithelioma', 'melanoma', 'myeloma', 'sebaceous carcinoma', 'mycosis fungoides']
33311612	['gastrointestinal', 'acute myeloid leukaemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', ' aml ']
